PPFD,CO2,Pn,Cost
1847.048543382552,2193.5226649180445,41.09734880845498,8238.046964337836
0.00021894267381350474,9.845803802210895e-05,-1.4393897101821906,0.0009873023919067527
272.01912822034046,1969.9379778677792,16.2146510073364,1118.1738520329263
306.5558022382823,1950.071656081003,17.956498027228108,1246.7042805908686
1608.9640692377257,2186.8937749310394,38.81750244457532,6872.580897168532
735.6916023441293,1536.854486258178,30.461073108575697,2506.4967769083896
798.635909794728,1433.259096568654,31.28178301937673,2615.549690920032
1090.815199120691,1938.4809971988536,34.4520711380407,4118.208999676713
1098.9228181104038,1581.5252885948212,33.92863227449787,3754.164310985212
1294.7260597360685,2102.210117355309,36.581750122081175,5192.537121558169
1670.3746166145627,2174.416344330617,39.49136393288379,7191.207518952404
1352.01532580789,2073.31650556181,36.9396087606767,5422.421673075705
402.14161505325,1445.6248744009565,20.92366660226169,1463.0247909626935
1571.0176162005107,2192.407202372739,38.44129521100933,6677.370241723966
1531.544779405264,2185.677898287925,38.11643858221004,6461.036804880636
953.870251440473,1513.33128511205,33.121042563464606,3160.658274759039
360.16490607351454,1454.2336297214342,19.03117011717435,1328.0988388512403
1516.5889760395696,2106.7656560522664,37.836134947445615,6277.364427226218
71.25577425406578,1162.812127755922,2.7854059025798676,281.8267338743469
200.42301821195971,1970.0676084627341,11.884682311452494,836.1306755954905
911.9379185383389,1525.8635615228495,32.79721706661017,3035.8662912247114
522.3405732450013,1460.5287501956755,25.514035909944262,1840.0135625117791
1122.529605439197,2001.9025998312723,34.877834487702785,4319.754488725793
1699.9800730436439,2158.846004497751,39.781001137256666,7335.040135773237
213.89513265818903,1997.0612346236435,12.712847621675692,894.1799920929625
654.6042716081867,1468.9296427263125,29.071396230386245,2230.7367901445755
586.5358895852366,1445.6248744009565,27.420573796375574,2024.3247581993705
60.994826967933136,1078.5188396853298,2.054810803940285,241.93242228326636
1064.9486843775508,1927.0218571467558,34.21528670577092,4002.136801890147
481.43141239288,1436.2216363601133,24.07794807139615,1708.934801141199
1064.9486843775508,1482.2469742394353,33.606670594905765,3519.045690868634
247.15399887584158,1433.259096568654,13.18409604572419,940.0647383359621
426.12598973302573,1366.7042484005424,21.61998029677615,1523.5268422367858
1136.6894873538733,1556.8667002999084,34.057709017449795,3875.9563714012265
625.7454114621756,1455.2060652202204,28.418722349920785,2141.434685019262
452.4381873576015,1450.7820888873664,22.99865535171312,1623.2311222240858
466.8156291534978,1525.8635615228495,23.38637343402919,1688.8155004214336
204.6603283600142,1248.29528736501,10.708441943785672,777.6626697270867
318.7184579143525,1925.535269887342,18.46115780170625,1286.8598942202239
564.0747823775242,1508.7739801379464,26.689666284652027,1982.9209374433128
12.310856306444364,1264.8507917111954,-0.9900919851179708,50.209136725019846
211.72535032492286,1391.6356450311027,11.178797624785958,810.6658217717983
84.93133797268632,1103.8022060372857,3.5537296033859036,334.2029972197918
259.43881786969246,1434.4641495077174,13.872930593236667,983.3115879296885
1568.1000521084932,2132.098740679237,38.284361372074954,6579.753049428466
669.9618236081244,1470.8718839437038,29.38997483539894,2275.7205096879875
20.964673786504576,1084.8711061141075,-0.38631379300328206,84.50639637951551
1720.519199533192,2158.846004497751,40.027887237972564,7451.047088999931
1012.7455228478777,1472.9020013532438,33.32437422868745,3320.2149777140767
178.0212452936296,1194.4110798619552,9.119507927538905,680.8113042099137
496.8288645155184,1460.6108403044082,24.646517516761914,1762.7522292776182
866.4226646694092,1460.5287501956755,32.18588427603487,2834.5720679935202
704.855293305423,1486.861052988877,30.049344846499437,2384.7665459231016
1401.5511485601578,2109.741987714112,37.31828529064062,5706.482330475248
1288.881547091375,2040.0572179947055,36.39683068600296,5087.9225461966125
551.5734140817981,1415.8099004751348,26.33343586452252,1912.0537173809776
384.713125479204,1462.4526208894104,20.15545342112954,1410.0473622909003
438.5697529703157,1435.991222590375,22.43521473439705,1576.4036246414537
1431.2872801271865,2132.850489815597,37.51070616819453,5882.298743908844
1252.9046235044423,2102.210117355309,36.19126268991941,5002.579193649703
836.6652274904741,1437.851677089655,31.7416981708538,2727.721709773448
1464.2107258794094,2160.5911531007273,37.697045119932326,6083.064999651445
125.47696439154878,1938.4809971988536,6.53934819092423,529.2994741669625
28.61583963177452,1162.4392333098665,0.10319222788604065,114.98353075545481
510.8816001658381,1414.3529259498414,25.03993428750343,1791.7501020349089
155.76318362490323,1929.2030893088665,8.789733664571187,651.5339089224615
1639.6086724495128,2186.8070843791343,39.15642813876445,7038.886627065089
382.79849837974643,1384.0115870457314,19.919354162913912,1389.901629043747
96.91884917831078,1225.7775358275967,4.38798772911187,380.75714515873415
188.84774379562356,1237.7821044632756,9.829314087824159,720.855810033971
1445.8473670476467,2107.4735065404234,37.521876509096444,5920.888125891819
699.0067836249415,1449.8987681179624,29.908774779824995,2346.6831835064877
1359.206417622142,2106.7656560522664,37.06874866177169,5499.379918300366
1212.4754207033784,1991.654120460115,35.60325019008772,4689.0062873833285
175.26693606164224,2014.0859350917851,10.038452340005804,740.8422177364369
1816.4754009276876,2189.9803148607093,41.02392087705448,8050.778253053795
1743.4553555419411,2158.846004497751,40.293615511976476,7581.880649901816
1639.6086724495128,2194.035327152309,39.16264486533329,7048.905716856456
261.4430926367199,2037.242033172645,15.442947422048022,1090.8547719081544
1232.6342154068755,2014.066385586435,35.858835028104274,4804.221817046118
115.00634686144565,1482.2469742394353,4.962725607727759,457.1242309954429
429.40980257635783,1435.360667492024,22.062711978149363,1547.5122774259241
602.868902254693,1460.5287501956755,27.862118910363186,2077.7523546594507
137.65980385328896,1234.0499076703716,6.889992719031127,533.9931424897302
89.13397051474323,1174.5259699807332,3.906189767267449,350.55213467458736
123.54305894247146,1124.498097597256,5.879117797111235,480.167622992783
1843.7067636180254,2171.372069229973,41.06310083159042,8187.07249423321
39.01015258136723,1171.8146274894214,0.7539502851695232,156.08879957695703
51.685821740923984,1099.3672694217864,1.514597057707178,205.6672444217713
165.43954295329547,1078.5188396853298,7.902526767729725,634.3886719963808
266.7578642951343,1439.025524567207,14.274946255578744,1009.3515640573692
162.58491426309934,1436.811235676068,8.095974353134743,634.3958339037299
108.98806724986201,1045.5747174411258,4.765823958131605,425.68546440300554
1170.4197907001076,2024.3802911354735,35.35182644820781,4547.179561936238
879.2032036414791,1508.8112766228069,32.465217915046225,2916.601867641985
1771.090758652,2158.846004497751,40.58325647294117,7741.326852399396
1128.2225867301377,2037.3574161224592,34.96023929942044,4384.26859982811
1768.747581039432,2140.7643408740123,40.44377448778906,7702.8603746252975
258.1801030591261,1913.6230101526896,15.390914317195907,1053.1905294253215
246.30615237910013,1938.4809971988536,14.762738396848178,1011.8772825503129
